episode,day,actions,allocation_weights,portfolio_return,reward,new_portfolio_value
1,823,"1.00, 0.00","0.73, 0.27",-0.15%,551.59,552
1,824,"1.00, 0.00","0.73, 0.27",-0.15%,550.75,551
1,825,"1.00, 0.00","0.73, 0.27",-0.15%,549.91,550
1,826,"1.00, 0.00","0.73, 0.27",-0.15%,549.07,549
1,827,"1.00, 0.00","0.73, 0.27",-0.15%,548.22,548
1,828,"1.00, 0.00","0.73, 0.27",-0.16%,547.37,547
1,829,"1.00, 0.00","0.73, 0.27",-0.16%,546.51,547
1,830,"1.00, 0.00","0.73, 0.27",-0.16%,545.65,546
1,831,"1.00, 0.00","0.73, 0.27",-0.16%,544.79,545
1,832,"1.00, 0.00","0.73, 0.27",-0.16%,543.92,544
1,833,"1.00, 0.00","0.73, 0.27",-0.16%,543.05,543
1,834,"1.00, 0.00","0.73, 0.27",-0.16%,542.17,542
1,835,"1.00, 0.00","0.73, 0.27",-0.16%,541.30,541
1,836,"1.00, 0.00","0.73, 0.27",-0.16%,540.41,540
1,837,"1.00, 0.00","0.73, 0.27",-0.16%,539.53,540
1,838,"1.00, 0.00","0.73, 0.27",-0.16%,538.64,539
1,839,"1.00, 0.00","0.73, 0.27",-0.17%,537.74,538
1,840,"1.00, 0.00","0.73, 0.27",-0.17%,536.84,537
1,841,"1.00, 0.00","0.73, 0.27",-0.17%,535.94,536
1,842,"1.00, 0.00","0.73, 0.27",-0.17%,535.04,535
1,843,"1.00, 0.00","0.73, 0.27",-0.17%,534.13,534
1,844,"1.00, 0.00","0.73, 0.27",-0.17%,533.21,533
1,845,"1.00, 0.00","0.73, 0.27",-0.17%,532.29,532
1,846,"1.00, 0.00","0.73, 0.27",-0.17%,531.37,531
1,847,"1.00, 0.00","0.73, 0.27",-0.17%,530.44,530
1,848,"1.00, 0.00","0.73, 0.27",-0.18%,529.51,530
1,849,"1.00, 0.00","0.73, 0.27",-0.18%,528.57,529
1,850,"1.00, 0.00","0.73, 0.27",-0.18%,527.63,528
1,851,"1.00, 0.00","0.73, 0.27",-0.18%,526.68,527
1,852,"1.00, 0.00","0.73, 0.27",-0.18%,525.73,526
1,853,"1.00, 0.00","0.73, 0.27",-0.18%,524.78,525
1,854,"1.00, 0.00","0.73, 0.27",-0.18%,523.82,524
1,855,"1.00, 0.00","0.73, 0.27",-0.18%,522.85,523
1,856,"1.00, 0.00","0.73, 0.27",-0.19%,521.88,522
1,857,"1.00, 0.00","0.73, 0.27",-0.19%,520.91,521
1,858,"1.00, 0.00","0.73, 0.27",-0.19%,519.93,520
1,859,"1.00, 0.00","0.73, 0.27",-0.19%,518.94,519
1,860,"1.00, 0.00","0.73, 0.27",-0.19%,517.95,518
1,861,"1.00, 0.00","0.73, 0.27",-0.19%,516.96,517
1,862,"1.00, 0.00","0.73, 0.27",-0.19%,515.96,516
1,863,"1.00, 0.00","0.73, 0.27",-0.19%,514.95,515
1,864,"1.00, 0.00","0.73, 0.27",-0.20%,513.94,514
1,865,"1.00, 0.00","0.73, 0.27",-0.20%,512.93,513
1,866,"1.00, 0.00","0.73, 0.27",-0.20%,511.90,512
1,867,"1.00, 0.00","0.73, 0.27",-0.20%,510.88,511
1,868,"1.00, 0.00","0.73, 0.27",-0.20%,509.84,510
1,869,"1.00, 0.00","0.73, 0.27",-0.20%,508.80,509
1,870,"1.00, 0.00","0.73, 0.27",-0.21%,507.76,508
1,871,"1.00, 0.00","0.73, 0.27",-0.21%,506.71,507
1,872,"1.00, 0.00","0.73, 0.27",-0.21%,505.65,506
1,873,"1.00, 0.00","0.73, 0.27",-0.21%,504.59,505
1,874,"1.00, 0.00","0.73, 0.27",-0.21%,503.52,504
1,875,"1.00, 0.00","0.73, 0.27",-0.21%,502.45,502
1,876,"1.00, 0.00","0.73, 0.27",-0.22%,501.37,501
1,877,"1.00, 0.00","0.73, 0.27",-0.22%,500.28,500
1,878,"1.00, 0.00","0.73, 0.27",-0.22%,499.18,499
1,879,"1.00, 0.00","0.73, 0.27",-0.22%,498.08,498
1,880,"1.00, 0.00","0.73, 0.27",-0.22%,496.98,497
1,881,"1.00, 0.00","0.73, 0.27",-0.22%,495.86,496
1,882,"1.00, 0.00","0.73, 0.27",-0.23%,494.74,495
1,883,"1.00, 0.00","0.73, 0.27",-0.23%,493.62,494
1,884,"1.00, 0.00","0.73, 0.27",-0.23%,492.48,492
1,885,"1.00, 0.00","0.73, 0.27",-0.23%,491.34,491
1,886,"1.00, 0.00","0.73, 0.27",-0.23%,490.19,490
1,887,"1.00, 0.00","0.73, 0.27",-0.24%,489.03,489
1,888,"1.00, 0.00","0.73, 0.27",-0.24%,487.87,488
1,889,"1.00, 0.00","0.73, 0.27",-0.24%,486.70,487
1,890,"1.00, 0.00","0.73, 0.27",-0.24%,485.52,486
1,891,"1.00, 0.00","0.73, 0.27",-0.24%,484.33,484
1,892,"1.00, 0.00","0.73, 0.27",-0.25%,483.14,483
1,893,"1.00, 0.00","0.73, 0.27",-0.25%,481.93,482
1,894,"1.00, 0.00","0.73, 0.27",-0.25%,480.72,481
1,895,"1.00, 0.00","0.73, 0.27",-0.25%,479.50,480
1,896,"1.00, 0.00","0.73, 0.27",-0.26%,478.27,478
1,897,"1.00, 0.00","0.73, 0.27",-0.26%,477.04,477
1,898,"1.00, 0.00","0.73, 0.27",-0.26%,475.79,476
1,899,"1.00, 0.00","0.73, 0.27",-0.26%,474.54,475
1,900,"1.00, 0.00","0.73, 0.27",-0.27%,473.27,473
1,901,"1.00, 0.00","0.73, 0.27",-0.27%,472.00,472
1,902,"1.00, 0.00","0.73, 0.27",-0.27%,470.72,471
1,903,"1.00, 0.00","0.73, 0.27",-0.27%,469.43,469
1,904,"1.00, 0.00","0.73, 0.27",-0.28%,468.13,468
1,905,"1.00, 0.00","0.73, 0.27",-0.28%,466.81,467
1,906,"1.00, 0.00","0.73, 0.27",-0.28%,465.49,465
1,907,"1.00, 0.00","0.73, 0.27",-0.29%,464.16,464
1,908,"1.00, 0.00","0.73, 0.27",-0.29%,462.82,463
1,909,"1.00, 0.00","0.73, 0.27",-0.29%,461.47,461
1,910,"1.00, 0.00","0.73, 0.27",-0.30%,460.10,460
1,911,"1.00, 0.00","0.73, 0.27",-0.30%,458.73,459
1,912,"1.00, 0.00","0.73, 0.27",-0.30%,457.34,457
1,913,"1.00, 0.00","0.73, 0.27",-0.31%,455.94,456
1,914,"1.00, 0.00","0.73, 0.27",-0.31%,454.53,455
1,915,"1.00, 0.00","0.73, 0.27",-0.31%,453.11,453
1,916,"1.00, 0.00","0.73, 0.27",-0.32%,451.68,452
1,917,"1.00, 0.00","0.73, 0.27",-0.32%,450.23,450
1,918,"1.00, 0.00","0.73, 0.27",-0.32%,448.77,449
1,919,"1.00, 0.00","0.73, 0.27",-0.33%,447.30,447
1,920,"1.00, 0.00","0.73, 0.27",-0.33%,445.82,446
1,921,"1.00, 0.00","0.73, 0.27",-0.34%,444.32,444
1,922,"1.00, 0.00","0.73, 0.27",-0.34%,442.80,443
1,923,"1.00, 0.00","0.73, 0.27",-0.34%,441.28,441
1,924,"1.00, 0.00","0.73, 0.27",-0.35%,439.74,440
1,925,"1.00, 0.00","0.73, 0.27",-0.35%,438.18,438
1,926,"1.00, 0.00","0.73, 0.27",-0.36%,436.61,437
1,927,"1.00, 0.00","0.73, 0.27",-0.36%,435.02,435
1,928,"1.00, 0.00","0.73, 0.27",-0.37%,433.42,433
1,929,"1.00, 0.00","0.73, 0.27",-0.37%,431.80,432
1,930,"1.00, 0.00","0.73, 0.27",-0.38%,430.17,430
1,931,"1.00, 0.00","0.73, 0.27",-0.38%,428.51,429
1,932,"1.00, 0.00","0.73, 0.27",-0.39%,426.84,427
1,933,"1.00, 0.00","0.73, 0.27",-0.40%,425.15,425
1,934,"1.00, 0.00","0.73, 0.27",-0.40%,423.45,423
1,935,"1.00, 0.00","0.73, 0.27",-0.41%,421.72,422
1,936,"1.00, 0.00","0.73, 0.27",-0.41%,419.98,420
1,937,"1.00, 0.00","0.73, 0.27",-0.42%,418.21,418
1,938,"1.00, 0.00","0.73, 0.27",-0.43%,416.43,416
1,939,"1.00, 0.00","0.73, 0.27",-0.43%,414.62,415
1,940,"1.00, 0.00","0.73, 0.27",-0.44%,412.79,413
1,941,"1.00, 0.00","0.73, 0.27",-0.45%,410.94,411
1,942,"1.00, 0.00","0.73, 0.27",-0.46%,409.07,409
1,943,"1.00, 0.00","0.73, 0.27",-0.46%,407.17,407
1,944,"1.00, 0.00","0.73, 0.27",-0.47%,405.25,405
1,945,"1.00, 0.00","0.73, 0.27",-0.48%,403.31,403
1,946,"1.00, 0.00","0.73, 0.27",-0.49%,401.33,401
1,947,"1.00, 0.00","0.73, 0.27",-0.50%,399.33,399
1,948,"1.00, 0.00","0.73, 0.27",-0.51%,397.31,397
1,949,"1.00, 0.00","0.73, 0.27",-0.52%,395.25,395
1,950,"1.00, 0.00","0.73, 0.27",-0.53%,393.17,393
1,951,"1.00, 0.00","0.73, 0.27",-0.54%,391.05,391
1,952,"1.00, 0.00","0.73, 0.27",-0.55%,388.91,389
1,953,"1.00, 0.00","0.73, 0.27",-0.56%,386.73,387
1,954,"1.00, 0.00","0.73, 0.27",-0.57%,384.52,385
1,955,"1.00, 0.00","0.73, 0.27",-0.58%,382.27,382
1,956,"1.00, 0.00","0.73, 0.27",-0.60%,379.98,380
1,957,"1.00, 0.00","0.73, 0.27",-0.61%,377.66,378
1,958,"1.00, 0.00","0.73, 0.27",-0.63%,375.30,375
1,959,"1.00, 0.00","0.73, 0.27",-0.64%,372.90,373
1,960,"1.00, 0.00","0.73, 0.27",-0.66%,370.45,370
1,961,"1.00, 0.00","0.73, 0.27",-0.67%,367.96,368
1,962,"1.00, 0.00","0.73, 0.27",-0.69%,365.42,365
1,963,"1.00, 0.00","0.73, 0.27",-0.71%,362.83,363
1,964,"1.00, 0.00","0.73, 0.27",-0.73%,360.20,360
1,965,"1.00, 0.00","0.73, 0.27",-0.75%,357.51,358
1,966,"1.00, 0.00","0.73, 0.27",-0.77%,354.76,355
1,967,"1.00, 0.00","0.73, 0.27",-0.79%,351.95,352
1,968,"1.00, 0.00","0.73, 0.27",-0.81%,349.08,349
1,969,"1.00, 0.00","0.73, 0.27",-0.84%,346.15,346
1,970,"1.00, 0.00","0.73, 0.27",-0.87%,343.15,343
1,971,"1.00, 0.00","0.73, 0.27",-0.90%,340.07,340
1,972,"1.00, 0.00","0.73, 0.27",-0.93%,336.92,337
1,973,"1.00, 0.00","0.73, 0.27",-0.96%,333.68,334
1,974,"1.00, 0.00","0.73, 0.27",-1.00%,330.36,330
1,975,"1.00, 0.00","0.73, 0.27",-1.03%,326.94,327
1,976,"1.00, 0.00","0.73, 0.27",-1.08%,323.42,323
1,977,"1.00, 0.00","0.73, 0.27",-1.12%,319.80,320
1,978,"1.00, 0.00","0.73, 0.27",-1.17%,316.06,316
1,979,"1.00, 0.00","0.73, 0.27",-1.22%,312.20,312
1,980,"1.00, 0.00","0.73, 0.27",-1.28%,308.20,308
1,981,"1.00, 0.00","0.73, 0.27",-1.34%,304.05,304
1,982,"1.00, 0.00","0.73, 0.27",-1.42%,299.75,300
1,983,"1.00, 0.00","0.73, 0.27",-1.49%,295.27,295
1,984,"1.00, 0.00","0.73, 0.27",-1.58%,290.60,291
1,985,"1.00, 0.00","0.73, 0.27",-1.68%,285.72,286
1,986,"1.00, 0.00","0.73, 0.27",-1.79%,280.59,281
1,987,"1.00, 0.00","0.73, 0.27",-1.92%,275.20,275
1,988,"1.00, 0.00","0.73, 0.27",-2.07%,269.51,270
1,989,"1.00, 0.00","0.73, 0.27",-2.24%,263.47,263
1,990,"1.00, 0.00","0.73, 0.27",-2.44%,257.03,257
1,991,"1.00, 0.00","0.73, 0.27",-2.69%,250.11,250
1,992,"1.00, 0.00","0.73, 0.27",-2.99%,242.64,243
1,993,"1.00, 0.00","0.73, 0.27",-3.36%,234.48,234
1,994,"1.00, 0.00","0.73, 0.27",-3.84%,225.47,225
1,995,"1.00, 0.00","0.73, 0.27",-4.48%,215.37,215
1,996,"1.00, 0.00","0.73, 0.27",-5.38%,203.78,204
1,997,"1.00, 0.00","0.73, 0.27",-6.72%,190.08,190
1,998,"1.00, 0.00","0.73, 0.27",-8.96%,173.04,173
1,999,"1.00, 0.00","0.73, 0.27",-13.45%,149.77,150
