episode,day,actions,allocation_weights,portfolio_return,reward,new_portfolio_value
1,83,"0.00, 0.00","0.50, 0.50",-0.05%,956683.64,"956,684"
1,84,"0.00, 0.62","0.35, 0.65",-0.07%,956004.61,"956,005"
1,85,"1.00, 0.02","0.73, 0.27",-0.03%,955719.19,"955,719"
1,86,"0.00, 0.29","0.43, 0.57",-0.06%,955121.42,"955,121"
1,87,"0.00, 0.27","0.43, 0.57",-0.06%,954529.23,"954,529"
1,88,"0.00, 0.00","0.50, 0.50",-0.05%,954006.49,"954,006"
1,89,"0.00, 1.00","0.27, 0.73",-0.08%,953241.76,"953,242"
1,90,"1.00, 0.00","0.73, 0.27",-0.03%,952960.35,"952,960"
1,91,"1.00, 1.00","0.50, 0.50",-0.05%,952436.74,"952,437"
1,92,"0.00, 0.39","0.40, 0.60",-0.07%,951812.20,"951,812"
1,93,"0.00, 0.00","0.50, 0.50",-0.06%,951288.08,"951,288"
1,94,"0.00, 0.82","0.31, 0.69",-0.08%,950560.93,"950,561"
1,95,"1.00, 0.00","0.73, 0.27",-0.03%,950278.76,"950,279"
1,96,"0.00, 0.30","0.42, 0.58",-0.06%,949674.61,"949,675"
1,97,"0.00, 0.00","0.50, 0.50",-0.06%,949149.34,"949,149"
1,98,"0.81, 0.43","0.59, 0.41",-0.05%,948720.60,"948,721"
1,99,"0.00, 0.00","0.50, 0.50",-0.06%,948194.71,"948,195"
1,100,"0.00, 0.00","0.50, 0.50",-0.06%,947668.52,"947,669"
1,101,"0.09, 0.00","0.52, 0.48",-0.05%,947166.78,"947,167"
1,102,"0.08, 0.30","0.45, 0.55",-0.06%,946582.72,"946,583"
1,103,"0.88, 1.00","0.47, 0.53",-0.06%,946022.78,"946,023"
1,104,"0.00, 0.00","0.50, 0.50",-0.06%,945495.46,"945,495"
1,105,"0.00, 0.00","0.50, 0.50",-0.06%,944967.84,"944,968"
1,106,"1.00, 0.00","0.73, 0.27",-0.03%,944683.88,"944,684"
1,107,"0.00, 0.00","0.50, 0.50",-0.06%,944155.53,"944,156"
1,108,"0.00, 0.00","0.50, 0.50",-0.06%,943626.89,"943,627"
1,109,"0.17, 0.54","0.41, 0.59",-0.07%,943003.00,"943,003"
1,110,"0.00, 0.18","0.46, 0.54",-0.06%,942427.35,"942,427"
1,111,"0.65, 0.27","0.59, 0.41",-0.05%,941996.56,"941,997"
1,112,"1.00, 0.20","0.69, 0.31",-0.03%,941668.22,"941,668"
1,113,"0.28, 0.48","0.45, 0.55",-0.06%,941083.95,"941,084"
1,114,"1.00, 0.00","0.73, 0.27",-0.03%,940798.61,"940,799"
1,115,"0.00, 0.08","0.48, 0.52",-0.06%,940246.06,"940,246"
1,116,"0.00, 0.00","0.50, 0.50",-0.06%,939714.85,"939,715"
1,117,"0.54, 0.66","0.47, 0.53",-0.06%,939153.01,"939,153"
1,118,"0.53, 0.15","0.59, 0.41",-0.05%,938721.97,"938,722"
1,119,"1.00, 0.51","0.62, 0.38",-0.04%,938318.08,"938,318"
1,120,"0.00, 0.99","0.27, 0.73",-0.08%,937542.15,"937,542"
1,121,"0.00, 0.00","0.50, 0.50",-0.06%,937009.45,"937,009"
1,122,"1.00, 0.00","0.73, 0.27",-0.03%,936722.76,"936,723"
1,123,"0.24, 0.00","0.56, 0.44",-0.05%,936252.89,"936,253"
1,124,"0.41, 0.00","0.60, 0.40",-0.05%,935826.60,"935,827"
1,125,"0.00, 1.00","0.27, 0.73",-0.08%,935045.61,"935,046"
1,126,"1.00, 0.00","0.73, 0.27",-0.03%,934758.22,"934,758"
1,127,"0.00, 0.00","0.50, 0.50",-0.06%,934223.46,"934,223"
1,128,"1.00, 0.00","0.73, 0.27",-0.03%,933935.66,"933,936"
1,129,"0.00, 0.00","0.50, 0.50",-0.06%,933400.14,"933,400"
1,130,"0.16, 1.00","0.30, 0.70",-0.08%,932651.94,"932,652"
1,131,"0.00, 1.00","0.27, 0.73",-0.08%,931868.23,"931,868"
1,132,"0.08, 0.00","0.52, 0.48",-0.06%,931352.63,"931,353"
1,133,"0.03, 0.00","0.51, 0.49",-0.06%,930823.34,"930,823"
1,134,"0.00, 0.00","0.50, 0.50",-0.06%,930286.53,"930,287"
1,135,"0.00, 0.08","0.48, 0.52",-0.06%,929729.11,"929,729"
1,136,"0.00, 0.90","0.29, 0.71",-0.08%,928964.84,"928,965"
1,137,"0.07, 0.00","0.52, 0.48",-0.06%,928446.30,"928,446"
1,138,"0.55, 0.35","0.55, 0.45",-0.05%,927961.93,"927,962"
1,139,"0.02, 0.00","0.51, 0.49",-0.06%,927429.51,"927,430"
1,140,"0.00, 0.64","0.35, 0.65",-0.08%,926725.01,"926,725"
1,141,"0.26, 1.00","0.32, 0.68",-0.08%,925996.53,"925,997"
1,142,"0.00, 0.00","0.50, 0.50",-0.06%,925457.53,"925,458"
1,143,"0.51, 0.00","0.63, 0.37",-0.04%,925053.53,"925,054"
1,144,"0.00, 0.00","0.50, 0.50",-0.06%,924513.82,"924,514"
1,145,"0.00, 0.00","0.50, 0.50",-0.06%,923973.80,"923,974"
1,146,"0.44, 0.00","0.61, 0.39",-0.05%,923550.10,"923,550"
1,147,"0.39, 0.00","0.60, 0.40",-0.05%,923112.47,"923,112"
1,148,"0.00, 1.00","0.27, 0.73",-0.09%,922321.32,"922,321"
1,149,"0.00, 0.47","0.38, 0.62",-0.07%,921653.97,"921,654"
1,150,"0.00, 1.00","0.27, 0.73",-0.09%,920862.22,"920,862"
1,151,"0.51, 1.00","0.38, 0.62",-0.07%,920189.91,"920,190"
1,152,"0.26, 1.00","0.32, 0.68",-0.08%,919456.34,"919,456"
1,153,"1.00, 0.90","0.52, 0.48",-0.06%,918940.20,"918,940"
1,154,"0.00, 0.00","0.50, 0.50",-0.06%,918397.73,"918,398"
1,155,"0.00, 0.57","0.36, 0.64",-0.08%,917703.56,"917,704"
1,156,"0.00, 1.00","0.27, 0.73",-0.09%,916909.61,"916,910"
1,157,"0.00, 0.37","0.41, 0.59",-0.07%,916267.83,"916,268"
1,158,"0.00, 0.74","0.32, 0.68",-0.08%,915531.99,"915,532"
1,159,"0.00, 0.03","0.49, 0.51",-0.06%,914980.36,"914,980"
1,160,"0.95, 0.00","0.72, 0.28",-0.03%,914677.80,"914,678"
1,161,"0.00, 0.00","0.50, 0.50",-0.06%,914133.35,"914,133"
1,162,"0.80, 0.00","0.69, 0.31",-0.04%,913794.76,"913,795"
1,163,"1.00, 0.86","0.53, 0.47",-0.06%,913287.00,"913,287"
1,164,"0.00, 0.42","0.40, 0.60",-0.07%,912627.27,"912,627"
1,165,"0.00, 0.00","0.50, 0.50",-0.06%,912081.44,"912,081"
1,166,"0.00, 0.07","0.48, 0.52",-0.06%,911516.71,"911,517"
1,167,"0.43, 0.88","0.39, 0.61",-0.07%,910848.11,"910,848"
1,168,"1.00, 0.00","0.73, 0.27",-0.03%,910554.03,"910,554"
1,169,"0.51, 1.00","0.38, 0.62",-0.07%,909874.90,"909,875"
1,170,"1.00, 0.00","0.73, 0.27",-0.03%,909580.43,"909,580"
1,171,"0.72, 0.56","0.54, 0.46",-0.06%,909077.70,"909,078"
1,172,"1.00, 0.00","0.73, 0.27",-0.03%,908782.78,"908,783"
1,173,"0.00, 0.67","0.34, 0.66",-0.08%,908057.95,"908,058"
1,174,"0.00, 0.00","0.50, 0.50",-0.06%,907508.94,"907,509"
1,175,"0.99, 0.00","0.73, 0.27",-0.03%,907210.38,"907,210"
1,176,"0.00, 0.00","0.50, 0.50",-0.06%,906660.56,"906,661"
1,177,"0.00, 0.00","0.50, 0.50",-0.06%,906110.40,"906,110"
1,178,"1.00, 0.96","0.51, 0.49",-0.06%,905570.12,"905,570"
1,179,"0.00, 0.00","0.50, 0.50",-0.06%,905019.29,"905,019"
1,180,"0.00, 0.09","0.48, 0.52",-0.06%,904444.29,"904,444"
1,181,"0.00, 0.00","0.50, 0.50",-0.06%,903892.80,"903,893"
1,182,"0.00, 0.82","0.30, 0.70",-0.08%,903125.54,"903,126"
1,183,"0.00, 1.00","0.27, 0.73",-0.09%,902318.40,"902,318"
1,184,"1.00, 1.00","0.50, 0.50",-0.06%,901766.19,"901,766"
1,185,"0.00, 0.00","0.50, 0.50",-0.06%,901213.64,"901,214"
1,186,"1.00, 0.00","0.73, 0.27",-0.03%,900916.24,"900,916"
1,187,"0.00, 0.08","0.48, 0.52",-0.06%,900341.39,"900,341"
1,188,"0.00, 0.00","0.50, 0.50",-0.06%,899787.67,"899,788"
1,189,"1.00, 0.20","0.69, 0.31",-0.04%,899443.70,"899,444"
1,190,"0.63, 0.00","0.65, 0.35",-0.04%,899058.59,"899,059"
1,191,"0.00, 0.02","0.49, 0.51",-0.06%,898497.39,"898,497"
1,192,"0.87, 0.08","0.69, 0.31",-0.04%,898150.41,"898,150"
1,193,"0.00, 0.22","0.45, 0.55",-0.07%,897534.68,"897,535"
1,194,"0.35, 0.51","0.46, 0.54",-0.07%,896934.70,"896,935"
1,195,"0.10, 1.00","0.29, 0.71",-0.09%,896143.24,"896,143"
1,196,"0.69, 0.45","0.56, 0.44",-0.05%,895653.61,"895,654"
1,197,"1.00, 0.92","0.52, 0.48",-0.06%,895119.37,"895,119"
1,198,"0.28, 0.56","0.43, 0.57",-0.07%,894485.86,"894,486"
1,199,"0.00, 0.44","0.39, 0.61",-0.08%,893807.48,"893,807"
1,200,"0.00, 0.00","0.50, 0.50",-0.06%,893249.54,"893,250"
1,201,"0.00, 0.75","0.32, 0.68",-0.09%,892490.09,"892,490"
1,202,"0.00, 0.00","0.50, 0.50",-0.06%,891931.58,"891,932"
1,203,"0.26, 0.00","0.56, 0.44",-0.05%,891445.12,"891,445"
1,204,"0.00, 0.91","0.29, 0.71",-0.09%,890648.15,"890,648"
1,205,"0.00, 0.98","0.27, 0.73",-0.09%,889835.24,"889,835"
1,206,"0.00, 0.51","0.38, 0.62",-0.08%,889137.15,"889,137"
1,207,"0.00, 0.00","0.50, 0.50",-0.06%,888577.24,"888,577"
1,208,"0.00, 0.00","0.50, 0.50",-0.06%,888016.98,"888,017"
1,209,"0.00, 1.00","0.27, 0.73",-0.09%,887197.29,"887,197"
1,210,"0.00, 0.00","0.50, 0.50",-0.06%,886636.48,"886,636"
1,211,"0.00, 0.00","0.50, 0.50",-0.06%,886075.32,"886,075"
1,212,"0.00, 1.00","0.27, 0.73",-0.09%,885254.32,"885,254"
1,213,"0.00, 0.00","0.50, 0.50",-0.06%,884692.61,"884,693"
1,214,"0.44, 0.00","0.61, 0.39",-0.05%,884252.82,"884,253"
1,215,"0.38, 0.00","0.59, 0.41",-0.05%,883794.64,"883,795"
1,216,"0.96, 0.00","0.72, 0.28",-0.04%,883482.26,"883,482"
1,217,"0.00, 1.00","0.27, 0.73",-0.09%,882658.43,"882,658"
1,218,"1.00, 0.00","0.73, 0.27",-0.03%,882355.26,"882,355"
1,219,"1.00, 0.00","0.73, 0.27",-0.03%,882051.81,"882,052"
1,220,"0.00, 0.00","0.50, 0.50",-0.06%,881487.11,"881,487"
1,221,"0.15, 0.00","0.54, 0.46",-0.06%,880964.07,"880,964"
1,222,"1.00, 0.52","0.62, 0.38",-0.05%,880531.55,"880,532"
1,223,"0.00, 0.00","0.50, 0.50",-0.06%,879965.66,"879,966"
1,224,"1.00, 1.00","0.50, 0.50",-0.06%,879399.40,"879,399"
1,225,"0.89, 0.00","0.71, 0.29",-0.04%,879069.85,"879,070"
1,226,"0.28, 0.00","0.57, 0.43",-0.06%,878580.75,"878,581"
1,227,"0.00, 1.00","0.27, 0.73",-0.09%,877750.91,"877,751"
1,228,"0.75, 0.10","0.66, 0.34",-0.04%,877360.81,"877,361"
1,229,"0.00, 1.00","0.27, 0.73",-0.09%,876529.97,"876,530"
1,230,"1.00, 1.00","0.50, 0.50",-0.06%,875961.54,"875,962"
1,231,"0.11, 1.00","0.29, 0.71",-0.09%,875154.77,"875,155"
1,232,"0.05, 0.00","0.51, 0.49",-0.06%,874600.39,"874,600"
1,233,"0.16, 0.00","0.54, 0.46",-0.06%,874076.36,"874,076"
1,234,"0.00, 0.00","0.50, 0.50",-0.07%,873506.55,"873,507"
1,235,"0.00, 0.83","0.30, 0.70",-0.09%,872711.87,"872,712"
1,236,"1.00, 0.00","0.73, 0.27",-0.04%,872405.06,"872,405"
1,237,"0.89, 0.00","0.71, 0.29",-0.04%,872072.52,"872,073"
1,238,"0.33, 0.00","0.58, 0.42",-0.05%,871593.83,"871,594"
1,239,"0.00, 0.00","0.50, 0.50",-0.07%,871021.92,"871,022"
1,240,"0.00, 0.00","0.50, 0.50",-0.07%,870449.63,"870,450"
1,241,"0.00, 0.00","0.50, 0.50",-0.07%,869876.96,"869,877"
1,242,"1.00, 0.00","0.73, 0.27",-0.04%,869568.74,"869,569"
1,243,"0.00, 0.00","0.50, 0.50",-0.07%,868995.14,"868,995"
1,244,"0.27, 0.25","0.51, 0.49",-0.07%,868427.22,"868,427"
1,245,"0.00, 0.51","0.38, 0.62",-0.08%,867710.80,"867,711"
1,246,"1.00, 0.00","0.73, 0.27",-0.04%,867401.71,"867,402"
1,247,"0.00, 1.00","0.27, 0.73",-0.10%,866560.70,"866,561"
1,248,"1.00, 0.00","0.73, 0.27",-0.04%,866251.20,"866,251"
1,249,"0.00, 0.36","0.41, 0.59",-0.08%,865572.56,"865,573"
1,250,"0.70, 0.24","0.61, 0.39",-0.05%,865126.74,"865,127"
1,251,"0.00, 0.00","0.50, 0.50",-0.07%,864549.99,"864,550"
1,252,"0.00, 0.00","0.50, 0.50",-0.07%,863972.85,"863,973"
1,253,"0.31, 0.00","0.58, 0.42",-0.06%,863483.43,"863,483"
1,254,"0.48, 1.00","0.37, 0.63",-0.08%,862757.55,"862,758"
1,255,"0.61, 0.73","0.47, 0.53",-0.07%,862143.68,"862,144"
1,256,"1.00, 0.00","0.73, 0.27",-0.04%,861832.45,"861,832"
1,257,"0.00, 0.00","0.50, 0.50",-0.07%,861253.26,"861,253"
1,258,"0.00, 0.00","0.50, 0.50",-0.07%,860673.68,"860,674"
1,259,"0.00, 1.00","0.27, 0.73",-0.10%,859825.70,"859,826"
1,260,"0.00, 1.00","0.27, 0.73",-0.10%,858977.41,"858,977"
1,261,"0.14, 0.30","0.46, 0.54",-0.07%,858350.92,"858,351"
1,262,"0.00, 1.00","0.27, 0.73",-0.10%,857501.80,"857,502"
1,263,"0.00, 0.00","0.50, 0.50",-0.07%,856920.83,"856,921"
1,264,"0.00, 0.00","0.50, 0.50",-0.07%,856339.48,"856,339"
1,265,"0.29, 0.00","0.57, 0.43",-0.06%,855840.85,"855,841"
1,266,"1.00, 1.00","0.50, 0.50",-0.07%,855258.65,"855,259"
1,267,"0.00, 1.00","0.27, 0.73",-0.10%,854406.82,"854,407"
1,268,"0.00, 0.85","0.30, 0.70",-0.10%,853589.21,"853,589"
1,269,"0.00, 0.27","0.43, 0.57",-0.08%,852927.66,"852,928"
1,270,"0.06, 0.00","0.52, 0.48",-0.07%,852362.41,"852,362"
1,271,"0.00, 0.00","0.50, 0.50",-0.07%,851778.60,"851,779"
1,272,"0.00, 0.69","0.33, 0.67",-0.09%,851001.55,"851,002"
1,273,"0.02, 1.00","0.27, 0.73",-0.10%,850151.22,"850,151"
1,274,"0.70, 0.80","0.48, 0.52",-0.07%,849537.50,"849,537"
1,275,"0.59, 0.00","0.64, 0.36",-0.05%,849120.69,"849,121"
1,276,"0.70, 0.00","0.67, 0.33",-0.05%,848731.64,"848,732"
1,277,"0.00, 0.09","0.48, 0.52",-0.07%,848119.61,"848,120"
1,278,"0.00, 0.00","0.50, 0.50",-0.07%,847533.09,"847,533"
1,279,"0.00, 0.08","0.48, 0.52",-0.07%,846922.57,"846,923"
1,280,"0.00, 1.00","0.27, 0.73",-0.10%,846063.83,"846,064"
1,281,"0.00, 0.33","0.42, 0.58",-0.08%,845380.46,"845,380"
1,282,"1.00, 0.67","0.58, 0.42",-0.06%,844888.35,"844,888"
1,283,"0.00, 1.00","0.27, 0.73",-0.10%,844028.09,"844,028"
1,284,"0.00, 0.82","0.30, 0.70",-0.10%,843209.72,"843,210"
1,285,"0.00, 0.00","0.50, 0.50",-0.07%,842620.89,"842,621"
1,286,"0.59, 0.28","0.58, 0.42",-0.06%,842121.47,"842,121"
1,287,"0.08, 0.00","0.52, 0.48",-0.07%,841555.79,"841,556"
1,288,"0.00, 0.00","0.50, 0.50",-0.07%,840965.64,"840,966"
1,289,"1.00, 0.00","0.73, 0.27",-0.04%,840647.98,"840,648"
1,290,"1.00, 0.19","0.69, 0.31",-0.04%,840284.64,"840,285"
1,291,"0.58, 0.00","0.64, 0.36",-0.05%,839859.45,"839,859"
1,292,"0.00, 0.00","0.50, 0.50",-0.07%,839267.16,"839,267"
1,293,"0.00, 0.00","0.50, 0.50",-0.07%,838674.46,"838,674"
1,294,"1.00, 0.95","0.51, 0.49",-0.07%,838097.52,"838,098"
1,295,"0.00, 0.00","0.50, 0.50",-0.07%,837503.97,"837,504"
1,296,"0.00, 0.48","0.38, 0.62",-0.09%,836770.47,"836,770"
1,297,"0.00, 0.36","0.41, 0.59",-0.08%,836071.26,"836,071"
1,298,"0.00, 0.00","0.50, 0.50",-0.07%,835476.62,"835,477"
1,299,"0.00, 0.00","0.50, 0.50",-0.07%,834881.55,"834,882"
1,300,"1.00, 0.00","0.73, 0.27",-0.04%,834561.24,"834,561"
1,301,"0.00, 0.00","0.50, 0.50",-0.07%,833965.13,"833,965"
1,302,"1.00, 0.00","0.73, 0.27",-0.04%,833644.26,"833,644"
1,303,"0.17, 0.00","0.54, 0.46",-0.07%,833098.02,"833,098"
1,304,"0.00, 0.00","0.50, 0.50",-0.07%,832500.39,"832,500"
1,305,"0.00, 0.46","0.39, 0.61",-0.09%,831766.57,"831,767"
1,306,"0.00, 0.78","0.31, 0.69",-0.10%,830944.78,"830,945"
1,307,"0.00, 0.43","0.39, 0.61",-0.09%,830218.39,"830,218"
1,308,"0.58, 0.11","0.62, 0.38",-0.06%,829757.57,"829,758"
1,309,"0.00, 1.00","0.27, 0.73",-0.11%,828880.98,"828,881"
1,310,"1.00, 0.00","0.73, 0.27",-0.04%,828558.37,"828,558"
1,311,"0.00, 0.00","0.50, 0.50",-0.07%,827957.97,"827,958"
1,312,"0.44, 0.00","0.61, 0.39",-0.06%,827487.39,"827,487"
1,313,"0.00, 1.00","0.27, 0.73",-0.11%,826608.12,"826,608"
1,314,"0.00, 1.00","0.27, 0.73",-0.11%,825728.50,"825,728"
1,315,"0.00, 0.00","0.50, 0.50",-0.07%,825126.65,"825,127"
1,316,"0.00, 0.55","0.37, 0.63",-0.09%,824363.57,"824,364"
1,317,"0.00, 0.00","0.50, 0.50",-0.07%,823760.96,"823,761"
1,318,"0.39, 0.00","0.60, 0.40",-0.06%,823274.68,"823,275"
1,319,"0.08, 0.52","0.39, 0.61",-0.09%,822539.28,"822,539"
1,320,"1.00, 0.50","0.62, 0.38",-0.06%,822082.93,"822,083"
1,321,"0.46, 0.00","0.61, 0.39",-0.06%,821615.21,"821,615"
1,322,"0.64, 0.49","0.54, 0.46",-0.07%,821056.53,"821,057"
1,323,"1.00, 0.57","0.61, 0.39",-0.06%,820578.88,"820,579"
1,324,"0.00, 0.62","0.35, 0.65",-0.10%,819789.87,"819,790"
1,325,"0.00, 0.00","0.50, 0.50",-0.07%,819183.52,"819,184"
1,326,"0.00, 0.01","0.50, 0.50",-0.07%,818574.08,"818,574"
1,327,"0.00, 0.00","0.50, 0.50",-0.07%,817966.83,"817,967"
1,328,"1.00, 0.00","0.73, 0.27",-0.04%,817639.96,"817,640"
1,329,"0.09, 0.00","0.52, 0.48",-0.07%,817058.72,"817,059"
1,330,"1.00, 0.48","0.63, 0.37",-0.06%,816605.44,"816,605"
1,331,"0.00, 0.01","0.50, 0.50",-0.07%,815993.29,"815,993"
1,332,"0.00, 0.32","0.42, 0.58",-0.09%,815288.15,"815,288"
1,333,"0.00, 0.33","0.42, 0.58",-0.09%,814578.41,"814,578"
1,334,"1.00, 1.00","0.50, 0.50",-0.07%,813967.78,"813,968"
1,335,"0.05, 1.00","0.28, 0.72",-0.11%,813086.35,"813,086"
1,336,"0.00, 0.31","0.42, 0.58",-0.09%,812380.61,"812,381"
1,337,"0.00, 1.00","0.27, 0.73",-0.11%,811486.18,"811,486"
1,338,"0.00, 0.98","0.27, 0.73",-0.11%,810597.39,"810,597"
1,339,"0.57, 1.00","0.39, 0.61",-0.09%,809856.13,"809,856"
1,340,"0.09, 0.12","0.49, 0.51",-0.08%,809234.92,"809,235"
1,341,"0.00, 0.00","0.50, 0.50",-0.08%,808621.87,"808,622"
1,342,"0.00, 1.00","0.27, 0.73",-0.11%,807724.83,"807,725"
1,343,"0.00, 0.02","0.49, 0.51",-0.08%,807103.87,"807,104"
1,344,"0.40, 0.00","0.60, 0.40",-0.06%,806610.23,"806,610"
1,345,"0.42, 1.00","0.36, 0.64",-0.10%,805821.48,"805,821"
1,346,"0.51, 0.51","0.50, 0.50",-0.08%,805206.37,"805,206"
1,347,"0.00, 0.00","0.50, 0.50",-0.08%,804590.77,"804,591"
1,348,"0.92, 0.14","0.69, 0.31",-0.05%,804202.80,"804,203"
1,349,"0.56, 1.00","0.39, 0.61",-0.09%,803452.00,"803,452"
1,350,"0.61, 0.41","0.55, 0.45",-0.07%,802894.33,"802,894"
1,351,"0.00, 0.00","0.50, 0.50",-0.08%,802276.72,"802,277"
1,352,"1.00, 0.00","0.73, 0.27",-0.04%,801944.26,"801,944"
1,353,"0.00, 0.00","0.50, 0.50",-0.08%,801325.48,"801,325"
1,354,"0.00, 0.00","0.50, 0.50",-0.08%,800706.21,"800,706"
1,355,"0.29, 0.00","0.57, 0.43",-0.07%,800174.76,"800,175"
1,356,"0.00, 0.85","0.30, 0.70",-0.11%,799305.64,"799,306"
1,357,"0.00, 1.00","0.27, 0.73",-0.11%,798399.47,"798,399"
1,358,"0.00, 0.00","0.50, 0.50",-0.08%,797778.63,"797,779"
1,359,"0.00, 0.41","0.40, 0.60",-0.09%,797033.15,"797,033"
1,360,"1.00, 0.09","0.71, 0.29",-0.04%,796675.93,"796,676"
1,361,"0.03, 0.00","0.51, 0.49",-0.08%,796063.30,"796,063"
1,362,"1.00, 0.00","0.73, 0.27",-0.04%,795728.25,"795,728"
1,363,"0.00, 0.00","0.50, 0.50",-0.08%,795104.64,"795,105"
1,364,"0.01, 0.00","0.50, 0.50",-0.08%,794482.56,"794,483"
1,365,"0.00, 0.12","0.47, 0.53",-0.08%,793820.48,"793,820"
1,366,"0.68, 1.00","0.42, 0.58",-0.09%,793095.69,"793,096"
1,367,"0.00, 0.00","0.50, 0.50",-0.08%,792470.22,"792,470"
1,368,"0.30, 0.00","0.57, 0.43",-0.07%,791936.95,"791,937"
1,369,"0.12, 1.00","0.29, 0.71",-0.11%,791051.58,"791,052"
1,370,"0.00, 0.46","0.39, 0.61",-0.10%,790282.73,"790,283"
1,371,"0.00, 1.00","0.27, 0.73",-0.12%,789365.68,"789,366"
1,372,"0.00, 0.00","0.50, 0.50",-0.08%,788738.20,"788,738"
1,373,"0.00, 0.00","0.50, 0.50",-0.08%,788110.22,"788,110"
1,374,"1.00, 0.00","0.73, 0.27",-0.04%,787772.18,"787,772"
1,375,"0.43, 0.00","0.61, 0.39",-0.06%,787277.31,"787,277"
1,376,"0.00, 0.37","0.41, 0.59",-0.09%,786532.14,"786,532"
1,377,"0.50, 0.00","0.62, 0.38",-0.06%,786056.30,"786,056"
1,378,"0.00, 0.00","0.50, 0.50",-0.08%,785425.43,"785,425"
1,379,"0.26, 0.00","0.56, 0.44",-0.07%,784874.66,"784,875"
1,380,"0.00, 0.00","0.50, 0.50",-0.08%,784242.71,"784,243"
1,381,"0.00, 0.00","0.50, 0.50",-0.08%,783610.26,"783,610"
1,382,"0.00, 0.74","0.32, 0.68",-0.11%,782751.89,"782,752"
1,383,"0.00, 1.00","0.27, 0.73",-0.12%,781825.94,"781,826"
1,384,"0.18, 0.08","0.52, 0.48",-0.08%,781223.08,"781,223"
1,385,"0.00, 0.66","0.34, 0.66",-0.11%,780386.94,"780,387"
1,386,"1.00, 0.00","0.73, 0.27",-0.04%,780045.67,"780,046"
1,387,"0.00, 0.40","0.40, 0.60",-0.10%,779285.24,"779,285"
1,388,"0.00, 0.00","0.50, 0.50",-0.08%,778649.61,"778,650"
1,389,"0.88, 0.00","0.71, 0.29",-0.05%,778277.62,"778,278"
1,390,"0.00, 0.83","0.30, 0.70",-0.11%,777391.21,"777,391"
1,391,"0.25, 0.87","0.35, 0.65",-0.11%,776561.65,"776,562"
1,392,"0.09, 0.93","0.30, 0.70",-0.11%,775671.86,"775,672"
1,393,"0.00, 1.00","0.27, 0.73",-0.12%,774739.19,"774,739"
1,394,"0.00, 0.64","0.35, 0.65",-0.11%,773904.24,"773,904"
1,395,"0.61, 1.00","0.40, 0.60",-0.10%,773141.39,"773,141"
1,396,"0.94, 0.00","0.72, 0.28",-0.05%,772782.83,"772,783"
1,397,"0.23, 0.45","0.45, 0.55",-0.09%,772072.83,"772,073"
1,398,"1.00, 0.40","0.65, 0.35",-0.06%,771618.33,"771,618"
1,399,"0.57, 0.54","0.51, 0.49",-0.08%,770985.58,"770,986"
1,400,"0.26, 1.00","0.32, 0.68",-0.11%,770116.72,"770,117"
1,401,"0.88, 0.07","0.69, 0.31",-0.05%,769720.97,"769,721"
1,402,"0.00, 0.70","0.33, 0.67",-0.11%,768861.80,"768,862"
1,403,"0.00, 0.57","0.36, 0.64",-0.11%,768040.62,"768,041"
1,404,"0.00, 0.00","0.50, 0.50",-0.08%,767397.37,"767,397"
1,405,"1.00, 0.00","0.73, 0.27",-0.05%,767051.09,"767,051"
1,406,"0.00, 0.80","0.31, 0.69",-0.12%,766161.58,"766,162"
1,407,"0.00, 0.00","0.50, 0.50",-0.08%,765516.67,"765,517"
1,408,"0.00, 0.00","0.50, 0.50",-0.08%,764871.20,"764,871"
1,409,"0.00, 0.00","0.50, 0.50",-0.08%,764225.20,"764,225"
1,410,"0.00, 0.00","0.50, 0.50",-0.08%,763578.65,"763,579"
1,411,"0.73, 0.00","0.67, 0.33",-0.06%,763156.70,"763,157"
1,412,"0.00, 0.00","0.50, 0.50",-0.08%,762508.86,"762,509"
1,413,"0.00, 0.00","0.50, 0.50",-0.09%,761860.46,"761,860"
1,414,"1.00, 0.00","0.73, 0.27",-0.05%,761511.41,"761,511"
1,415,"1.00, 0.00","0.73, 0.27",-0.05%,761161.92,"761,162"
1,416,"0.00, 1.00","0.27, 0.73",-0.12%,760210.71,"760,211"
1,417,"0.00, 0.00","0.50, 0.50",-0.09%,759559.85,"759,560"
1,418,"0.22, 0.40","0.45, 0.55",-0.09%,758848.34,"758,848"
1,419,"0.00, 0.00","0.50, 0.50",-0.09%,758196.41,"758,196"
1,420,"1.00, 0.00","0.73, 0.27",-0.05%,757845.44,"757,845"
1,421,"0.00, 0.00","0.50, 0.50",-0.09%,757192.13,"757,192"
1,422,"0.16, 0.41","0.44, 0.56",-0.10%,756456.46,"756,456"
1,423,"0.00, 1.00","0.27, 0.73",-0.13%,755499.69,"755,500"
1,424,"0.00, 1.00","0.27, 0.73",-0.13%,754542.47,"754,542"
1,425,"0.00, 1.00","0.27, 0.73",-0.13%,753584.81,"753,585"
1,426,"0.00, 0.84","0.30, 0.70",-0.12%,752669.08,"752,669"
1,427,"0.04, 0.00","0.51, 0.49",-0.09%,752025.70,"752,026"
1,428,"0.18, 0.00","0.55, 0.45",-0.08%,751429.67,"751,430"
1,429,"0.00, 0.49","0.38, 0.62",-0.11%,750613.81,"750,614"
1,430,"0.38, 0.00","0.59, 0.41",-0.07%,750080.69,"750,081"
1,431,"0.45, 1.00","0.37, 0.63",-0.11%,749246.00,"749,246"
