episode,day,actions,allocation_weights,portfolio_return,reward,new_portfolio_value
1,432,"0.00, 1.00","0.27, 0.73",-0.13%,748283.35,"748,283"
1,433,"0.88, 0.16","0.67, 0.33",-0.06%,747852.27,"747,852"
1,434,"0.53, 0.00","0.63, 0.37",-0.07%,747362.16,"747,362"
1,435,"0.00, 0.00","0.50, 0.50",-0.09%,746701.95,"746,702"
1,436,"1.00, 0.62","0.59, 0.41",-0.07%,746164.71,"746,165"
1,437,"0.00, 1.00","0.27, 0.73",-0.13%,745197.53,"745,198"
1,438,"1.00, 0.22","0.69, 0.31",-0.06%,744781.65,"744,782"
1,439,"0.51, 1.00","0.38, 0.62",-0.11%,743960.96,"743,961"
1,440,"0.76, 1.00","0.44, 0.56",-0.10%,743218.64,"743,219"
1,441,"0.48, 0.00","0.62, 0.38",-0.07%,742710.09,"742,710"
1,442,"1.00, 0.90","0.53, 0.47",-0.08%,742079.76,"742,080"
1,443,"1.00, 0.00","0.73, 0.27",-0.05%,741722.09,"741,722"
1,444,"0.00, 0.00","0.50, 0.50",-0.09%,741056.28,"741,056"
1,445,"0.70, 0.24","0.61, 0.39",-0.07%,740537.69,"740,538"
1,446,"0.00, 0.02","0.50, 0.50",-0.09%,739864.88,"739,865"
1,447,"0.00, 0.00","0.50, 0.50",-0.09%,739197.14,"739,197"
1,448,"0.00, 0.00","0.50, 0.50",-0.09%,738528.78,"738,529"
1,449,"0.00, 0.00","0.50, 0.50",-0.09%,737859.83,"737,860"
1,450,"0.75, 0.10","0.66, 0.34",-0.06%,737400.28,"737,400"
1,451,"0.00, 0.00","0.50, 0.50",-0.09%,736729.91,"736,730"
1,452,"0.00, 0.00","0.50, 0.50",-0.09%,736058.94,"736,059"
1,453,"0.00, 0.00","0.50, 0.50",-0.09%,735387.35,"735,387"
1,454,"0.00, 1.00","0.27, 0.73",-0.13%,734404.52,"734,405"
1,455,"0.00, 0.00","0.50, 0.50",-0.09%,733731.99,"733,732"
1,456,"0.33, 0.52","0.45, 0.55",-0.10%,732992.66,"732,993"
1,457,"0.25, 0.57","0.42, 0.58",-0.11%,732212.35,"732,212"
1,458,"1.00, 1.00","0.50, 0.50",-0.09%,731538.12,"731,538"
1,459,"0.42, 0.32","0.53, 0.47",-0.09%,730897.85,"730,898"
1,460,"0.33, 0.00","0.58, 0.42",-0.08%,730332.89,"730,333"
1,461,"1.00, 0.00","0.73, 0.27",-0.05%,729969.16,"729,969"
1,462,"0.19, 0.00","0.55, 0.45",-0.08%,729355.19,"729,355"
1,463,"0.01, 1.00","0.27, 0.73",-0.14%,728365.96,"728,366"
1,464,"0.00, 0.00","0.50, 0.50",-0.09%,727687.78,"727,688"
1,465,"0.00, 0.00","0.50, 0.50",-0.09%,727008.97,"727,009"
1,466,"0.04, 0.00","0.51, 0.49",-0.09%,726342.05,"726,342"
1,467,"0.36, 1.00","0.34, 0.66",-0.12%,725450.60,"725,451"
1,468,"1.00, 0.14","0.70, 0.30",-0.06%,725044.92,"725,045"
1,469,"1.00, 0.00","0.73, 0.27",-0.05%,724678.39,"724,678"
1,470,"0.00, 1.00","0.27, 0.73",-0.14%,723680.68,"723,681"
1,471,"0.00, 0.00","0.50, 0.50",-0.09%,722997.97,"722,998"
1,472,"0.00, 0.00","0.50, 0.50",-0.09%,722314.60,"722,315"
1,473,"0.38, 1.00","0.35, 0.65",-0.12%,721425.46,"721,425"
1,474,"0.00, 0.94","0.28, 0.72",-0.14%,720442.38,"720,442"
1,475,"0.00, 0.00","0.50, 0.50",-0.10%,719757.55,"719,758"
1,476,"1.00, 0.00","0.73, 0.27",-0.05%,719388.84,"719,389"
1,477,"0.19, 0.44","0.44, 0.56",-0.11%,718617.34,"718,617"
1,478,"0.00, 0.67","0.34, 0.66",-0.13%,717706.90,"717,707"
1,479,"1.00, 0.36","0.66, 0.34",-0.07%,717232.71,"717,233"
1,480,"0.87, 0.00","0.70, 0.30",-0.06%,716826.32,"716,826"
1,481,"0.21, 0.74","0.37, 0.63",-0.12%,715957.38,"715,957"
1,482,"0.00, 1.00","0.27, 0.73",-0.14%,714948.89,"714,949"
1,483,"0.00, 0.00","0.50, 0.50",-0.10%,714258.78,"714,259"
1,484,"0.19, 0.01","0.55, 0.45",-0.09%,713632.87,"713,633"
1,485,"0.00, 0.00","0.50, 0.50",-0.10%,712941.37,"712,941"
1,486,"0.00, 1.00","0.27, 0.73",-0.14%,711929.33,"711,929"
1,487,"0.00, 0.00","0.50, 0.50",-0.10%,711236.79,"711,237"
1,488,"0.00, 1.00","0.27, 0.73",-0.14%,710223.23,"710,223"
1,489,"0.42, 1.00","0.36, 0.64",-0.13%,709334.60,"709,335"
1,490,"0.71, 0.00","0.67, 0.33",-0.06%,708876.05,"708,876"
1,491,"0.00, 0.00","0.50, 0.50",-0.10%,708181.07,"708,181"
1,492,"0.00, 0.24","0.44, 0.56",-0.11%,707402.48,"707,402"
1,493,"1.00, 0.00","0.73, 0.27",-0.05%,707027.33,"707,027"
1,494,"0.00, 0.56","0.36, 0.64",-0.13%,706140.53,"706,141"
1,495,"0.00, 0.06","0.49, 0.51",-0.10%,705423.08,"705,423"
1,496,"0.00, 0.59","0.36, 0.64",-0.13%,704524.65,"704,525"
1,497,"0.00, 0.00","0.50, 0.50",-0.10%,703825.72,"703,826"
1,498,"1.00, 0.17","0.70, 0.30",-0.06%,703399.77,"703,400"
1,499,"0.00, 0.00","0.50, 0.50",-0.10%,702699.17,"702,699"
1,500,"0.00, 0.51","0.38, 0.62",-0.12%,701823.39,"701,823"
1,501,"1.00, 1.00","0.50, 0.50",-0.10%,701121.56,"701,122"
1,502,"0.00, 0.80","0.31, 0.69",-0.14%,700153.44,"700,153"
1,503,"1.00, 0.00","0.73, 0.27",-0.05%,699775.33,"699,775"
1,504,"0.34, 0.35","0.50, 0.50",-0.10%,699067.77,"699,068"
1,505,"1.00, 1.00","0.50, 0.50",-0.10%,698363.06,"698,363"
1,506,"0.00, 1.00","0.27, 0.73",-0.15%,697331.66,"697,332"
1,507,"0.44, 1.00","0.36, 0.64",-0.13%,696432.38,"696,432"
1,508,"1.00, 0.00","0.73, 0.27",-0.05%,696052.47,"696,052"
1,509,"0.00, 0.00","0.50, 0.50",-0.10%,695345.10,"695,345"
1,510,"0.00, 1.00","0.27, 0.73",-0.15%,694309.78,"694,310"
1,511,"0.00, 0.00","0.50, 0.50",-0.10%,693601.30,"693,601"
1,512,"0.98, 0.00","0.73, 0.27",-0.06%,693213.98,"693,214"
1,513,"0.79, 1.00","0.45, 0.55",-0.11%,692428.09,"692,428"
1,514,"0.00, 0.00","0.50, 0.50",-0.10%,691717.18,"691,717"
1,515,"0.09, 0.00","0.52, 0.48",-0.10%,691038.45,"691,038"
1,516,"1.00, 0.80","0.55, 0.45",-0.09%,690397.17,"690,397"
1,517,"0.00, 0.52","0.37, 0.63",-0.13%,689501.94,"689,502"
1,518,"0.68, 0.71","0.49, 0.51",-0.10%,688778.66,"688,779"
1,519,"0.16, 0.00","0.54, 0.46",-0.10%,688122.34,"688,122"
1,520,"0.00, 0.00","0.50, 0.50",-0.10%,687407.03,"687,407"
1,521,"0.91, 0.00","0.71, 0.29",-0.06%,686996.52,"686,997"
1,522,"0.00, 0.24","0.44, 0.56",-0.12%,686192.03,"686,192"
1,523,"0.00, 0.00","0.50, 0.50",-0.10%,685474.25,"685,474"
1,524,"1.00, 0.39","0.65, 0.35",-0.07%,684969.26,"684,969"
1,525,"0.70, 0.68","0.51, 0.49",-0.10%,684256.96,"684,257"
1,526,"0.80, 1.00","0.45, 0.55",-0.12%,683465.23,"683,465"
1,527,"0.97, 0.98","0.50, 0.50",-0.11%,682738.07,"682,738"
1,528,"0.16, 0.52","0.41, 0.59",-0.12%,681890.84,"681,891"
1,529,"0.26, 0.13","0.53, 0.47",-0.10%,681217.36,"681,217"
1,530,"0.00, 0.00","0.50, 0.50",-0.11%,680494.20,"680,494"
1,531,"0.11, 1.00","0.29, 0.71",-0.15%,679468.99,"679,469"
1,532,"0.98, 0.26","0.67, 0.33",-0.07%,678993.30,"678,993"
1,533,"1.00, 0.00","0.73, 0.27",-0.06%,678603.11,"678,603"
1,534,"0.00, 0.54","0.37, 0.63",-0.14%,677683.92,"677,684"
1,535,"1.00, 0.54","0.61, 0.39",-0.08%,677121.82,"677,122"
1,536,"0.51, 0.21","0.57, 0.43",-0.09%,676501.82,"676,502"
1,537,"0.00, 0.04","0.49, 0.51",-0.11%,675758.33,"675,758"
1,538,"1.00, 0.00","0.73, 0.27",-0.06%,675365.80,"675,366"
1,539,"0.94, 0.52","0.60, 0.40",-0.09%,674783.33,"674,783"
1,540,"0.00, 0.00","0.50, 0.50",-0.11%,674051.46,"674,051"
1,541,"0.00, 0.00","0.50, 0.50",-0.11%,673318.79,"673,319"
1,542,"0.12, 0.00","0.53, 0.47",-0.10%,672630.60,"672,631"
1,543,"1.00, 0.02","0.73, 0.27",-0.06%,672229.34,"672,229"
1,544,"0.00, 0.51","0.38, 0.62",-0.14%,671310.73,"671,311"
1,545,"1.00, 0.47","0.63, 0.37",-0.08%,670763.92,"670,764"
1,546,"0.00, 0.19","0.45, 0.55",-0.12%,669955.95,"669,956"
1,547,"0.00, 1.00","0.27, 0.73",-0.16%,668877.15,"668,877"
1,548,"0.00, 0.28","0.43, 0.57",-0.13%,668034.75,"668,035"
1,549,"1.00, 0.10","0.71, 0.29",-0.06%,667606.95,"667,607"
1,550,"0.00, 0.67","0.34, 0.66",-0.15%,666626.78,"666,627"
1,551,"0.00, 0.14","0.46, 0.54",-0.12%,665833.43,"665,833"
1,552,"0.00, 0.00","0.50, 0.50",-0.11%,665091.97,"665,092"
1,553,"0.00, 1.00","0.27, 0.73",-0.16%,664006.65,"664,007"
1,554,"0.00, 0.15","0.46, 0.54",-0.12%,663206.50,"663,206"
1,555,"0.00, 0.30","0.43, 0.57",-0.13%,662353.84,"662,354"
1,556,"0.00, 0.51","0.37, 0.63",-0.14%,661422.32,"661,422"
1,557,"0.00, 0.00","0.50, 0.50",-0.11%,660677.47,"660,677"
1,558,"0.00, 0.77","0.32, 0.68",-0.15%,659657.82,"659,658"
1,559,"0.00, 0.63","0.35, 0.65",-0.15%,658682.45,"658,682"
1,560,"0.00, 0.05","0.49, 0.51",-0.12%,657915.32,"657,915"
1,561,"0.00, 0.00","0.50, 0.50",-0.11%,657167.69,"657,168"
1,562,"0.00, 0.00","0.50, 0.50",-0.11%,656419.21,"656,419"
1,563,"1.00, 1.00","0.50, 0.50",-0.11%,655669.87,"655,670"
1,564,"0.01, 0.00","0.50, 0.50",-0.11%,654923.03,"654,923"
1,565,"0.01, 0.00","0.50, 0.50",-0.11%,654176.87,"654,177"
1,566,"0.00, 0.78","0.31, 0.69",-0.16%,653146.09,"653,146"
1,567,"0.00, 0.00","0.50, 0.50",-0.12%,652393.61,"652,394"
1,568,"0.54, 0.00","0.63, 0.37",-0.08%,651839.59,"651,840"
1,569,"1.00, 0.00","0.73, 0.27",-0.06%,651433.79,"651,434"
1,570,"0.00, 0.00","0.50, 0.50",-0.12%,650678.07,"650,678"
1,571,"0.75, 1.00","0.44, 0.56",-0.13%,649828.45,"649,828"
1,572,"0.46, 0.44","0.50, 0.50",-0.12%,649077.45,"649,077"
1,573,"0.00, 0.12","0.47, 0.53",-0.12%,648273.59,"648,274"
1,574,"0.00, 0.39","0.40, 0.60",-0.14%,647367.23,"647,367"
1,575,"0.52, 0.55","0.49, 0.51",-0.12%,646596.75,"646,597"
1,576,"0.45, 0.68","0.44, 0.56",-0.13%,645748.16,"645,748"
1,577,"0.00, 0.00","0.50, 0.50",-0.12%,644986.67,"644,987"
1,578,"0.00, 0.00","0.50, 0.50",-0.12%,644224.27,"644,224"
1,579,"1.00, 0.00","0.73, 0.27",-0.06%,643813.71,"643,814"
1,580,"1.00, 0.00","0.73, 0.27",-0.06%,643402.43,"643,402"
1,581,"0.44, 0.00","0.61, 0.39",-0.09%,642802.25,"642,802"
1,582,"0.00, 0.53","0.37, 0.63",-0.15%,641836.24,"641,836"
1,583,"0.00, 0.60","0.35, 0.65",-0.15%,640843.59,"640,844"
1,584,"0.00, 0.00","0.50, 0.50",-0.12%,640075.19,"640,075"
1,585,"0.11, 0.00","0.53, 0.47",-0.11%,639349.56,"639,350"
1,586,"0.11, 0.00","0.53, 0.47",-0.11%,638623.21,"638,623"
1,587,"0.00, 0.00","0.50, 0.50",-0.12%,637851.92,"637,852"
1,588,"1.00, 0.44","0.64, 0.36",-0.09%,637289.65,"637,290"
1,589,"0.00, 0.00","0.50, 0.50",-0.12%,636516.24,"636,516"
1,590,"0.13, 0.13","0.50, 0.50",-0.12%,635742.90,"635,743"
1,591,"0.00, 0.60","0.35, 0.65",-0.16%,634741.12,"634,741"
1,592,"0.00, 0.53","0.37, 0.63",-0.15%,633762.40,"633,762"
1,593,"0.00, 0.00","0.50, 0.50",-0.12%,632985.73,"632,986"
1,594,"0.00, 0.00","0.50, 0.50",-0.12%,632208.10,"632,208"
1,595,"0.54, 0.00","0.63, 0.37",-0.09%,631634.04,"631,634"
1,596,"0.30, 0.00","0.57, 0.43",-0.11%,630969.02,"630,969"
1,597,"0.00, 0.71","0.33, 0.67",-0.17%,629922.66,"629,923"
1,598,"0.00, 0.00","0.50, 0.50",-0.12%,629141.12,"629,141"
1,599,"0.00, 0.00","0.50, 0.50",-0.12%,628358.61,"628,359"
1,600,"1.00, 0.00","0.73, 0.27",-0.07%,627937.18,"627,937"
1,601,"0.43, 0.00","0.61, 0.39",-0.10%,627318.28,"627,318"
1,602,"0.06, 0.10","0.49, 0.51",-0.13%,626516.58,"626,517"
1,603,"0.71, 0.00","0.67, 0.33",-0.08%,625996.19,"625,996"
1,604,"1.00, 0.00","0.73, 0.27",-0.07%,625572.12,"625,572"
1,605,"0.27, 0.00","0.57, 0.43",-0.11%,624887.84,"624,888"
1,606,"0.26, 1.00","0.32, 0.68",-0.17%,623815.87,"623,816"
1,607,"0.00, 0.29","0.43, 0.57",-0.15%,622908.54,"622,909"
1,608,"0.00, 0.00","0.50, 0.50",-0.13%,622116.04,"622,116"
1,609,"0.00, 0.29","0.43, 0.57",-0.15%,621209.90,"621,210"
1,610,"0.00, 0.00","0.50, 0.50",-0.13%,620415.52,"620,416"
1,611,"0.00, 0.55","0.37, 0.63",-0.16%,619408.58,"619,409"
1,612,"0.76, 0.00","0.68, 0.32",-0.08%,618899.83,"618,900"
1,613,"0.00, 0.00","0.50, 0.50",-0.13%,618102.28,"618,102"
1,614,"1.00, 0.31","0.67, 0.33",-0.09%,617567.46,"617,567"
1,615,"0.20, 0.00","0.55, 0.45",-0.12%,616846.91,"616,847"
1,616,"0.52, 1.00","0.38, 0.62",-0.16%,615858.83,"615,859"
1,617,"0.00, 1.00","0.27, 0.73",-0.19%,614686.36,"614,686"
1,618,"0.17, 0.47","0.42, 0.58",-0.15%,613762.68,"613,763"
1,619,"1.00, 0.00","0.73, 0.27",-0.07%,613330.57,"613,331"
1,620,"0.00, 0.00","0.50, 0.50",-0.13%,612525.68,"612,526"
1,621,"0.46, 0.00","0.61, 0.39",-0.10%,611902.82,"611,903"
1,622,"0.02, 0.00","0.51, 0.49",-0.13%,611104.63,"611,105"
1,623,"0.36, 0.00","0.59, 0.41",-0.11%,610439.35,"610,439"
1,624,"0.53, 0.57","0.49, 0.51",-0.14%,609613.28,"609,613"
1,625,"0.00, 0.13","0.47, 0.53",-0.14%,608748.10,"608,748"
1,626,"1.00, 0.37","0.65, 0.35",-0.09%,608184.53,"608,185"
1,627,"0.00, 0.65","0.34, 0.66",-0.18%,607117.54,"607,118"
1,628,"1.00, 1.00","0.50, 0.50",-0.13%,606303.71,"606,304"
1,629,"0.71, 0.00","0.67, 0.33",-0.09%,605766.92,"605,767"
