agent,generator,run_id,step,cumulative_reward
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,28,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,29,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,30,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,31,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,32,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,33,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,34,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,35,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,36,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,37,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,38,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,39,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,40,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,41,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,42,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,43,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,44,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,45,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,46,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,47,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,48,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,49,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,50,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,51,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,52,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,53,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,54,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,55,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,56,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,57,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,58,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,59,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,60,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,61,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,62,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,63,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,64,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,65,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,66,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,67,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,68,16.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,69,17.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,70,18.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,71,19.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,72,18.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,73,17.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,74,18.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,75,17.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,76,16.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,77,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,78,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,79,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,80,16.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,81,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,82,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,83,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,84,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,85,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,86,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,87,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,88,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,89,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,90,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,91,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,92,8.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,93,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,94,8.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,95,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,96,8.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,97,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,98,8.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,99,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,100,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,1,1.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,2,0.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,3,-1.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,4,0.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,5,1.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,6,2.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,7,3.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,8,4.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,9,5.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,10,6.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,11,7.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,12,8.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,13,9.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,14,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,15,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,16,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,17,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,18,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,19,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,20,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,21,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,22,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,23,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,24,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,25,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,26,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,27,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,28,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,29,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,30,16.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,31,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,32,16.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,33,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,34,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,35,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,36,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,37,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,38,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,39,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,40,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,41,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,42,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,43,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,44,10.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,45,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,46,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,47,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,48,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,49,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,50,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,51,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,52,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,53,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,54,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,55,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,56,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,57,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,58,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,59,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,60,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,61,11.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,62,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,63,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,64,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,65,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,66,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,67,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,68,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,69,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,70,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,71,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,72,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,73,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,74,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,75,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,76,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,77,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,78,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,79,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,80,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,81,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,82,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,83,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,84,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,85,15.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,86,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,87,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,88,14.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,89,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,90,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,91,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,92,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,93,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,94,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,95,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,96,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,97,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,98,12.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,99,13.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,100,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,1,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,2,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,3,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,4,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,5,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,6,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,7,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,8,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,9,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,10,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,11,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,12,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,13,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,14,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,15,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,16,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,17,17.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,18,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,19,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,20,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,21,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,22,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,23,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,24,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,25,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,26,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,27,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,28,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,29,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,30,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,31,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,32,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,33,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,34,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,35,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,36,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,37,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,38,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,39,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,40,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,41,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,42,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,43,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,44,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,45,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,46,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,47,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,48,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,49,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,50,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,51,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,52,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,53,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,54,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,55,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,56,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,57,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,58,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,59,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,60,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,61,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,62,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,63,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,64,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,65,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,66,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,67,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,68,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,69,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,70,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,71,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,72,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,73,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,74,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,75,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,76,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,77,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,78,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,79,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,80,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,81,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,82,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,83,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,84,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,85,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,86,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,87,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,88,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,89,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,90,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,91,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,92,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,93,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,94,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,95,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,96,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,97,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,98,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,99,-3.0
Frequency-Based Majority Agent,Periodic Trend Generator,001,100,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,1,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,2,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,3,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,4,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,5,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,6,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,7,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,8,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,9,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,10,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,11,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,12,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,13,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,14,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,15,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,16,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,17,17.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,18,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,19,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,20,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,21,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,22,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,23,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,24,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,25,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,26,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,27,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,28,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,29,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,30,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,31,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,32,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,33,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,34,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,35,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,36,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,37,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,38,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,39,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,40,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,41,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,42,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,43,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,44,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,45,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,46,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,47,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,48,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,49,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,50,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,51,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,52,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,53,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,54,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,55,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,56,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,57,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,58,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,59,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,60,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,61,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,62,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,63,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,64,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,65,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,66,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,67,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,68,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,69,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,70,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,71,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,72,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,73,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,74,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,75,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,76,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,77,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,78,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,79,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,80,16.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,81,15.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,82,14.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,83,13.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,84,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,85,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,86,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,87,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,88,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,89,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,90,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,91,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,92,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,93,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,94,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,95,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,96,0.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,97,-1.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,98,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,99,-3.0
Frequency-Based Majority Agent,Periodic Trend Generator,002,100,-2.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,1,1.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,2,2.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,3,3.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,4,4.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,5,5.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,6,6.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,7,7.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,8,8.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,9,9.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,10,10.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,11,11.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,12,12.0
Frequency-Based Majority Agent,Periodic Trend Generator,003,13,13.0
