agent,generator,run_id,step,cumulative_reward
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,58,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,59,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,60,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,61,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,62,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,63,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,64,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,65,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,66,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,67,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,68,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,69,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,70,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,71,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,72,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,73,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,74,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,75,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,76,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,77,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,78,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,79,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,80,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,81,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,82,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,83,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,84,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,85,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,86,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,87,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,88,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,89,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,90,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,91,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,92,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,93,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,94,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,95,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,96,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,97,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,98,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,99,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,100,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,1,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,2,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,3,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,4,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,5,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,6,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,7,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,8,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,9,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,10,-2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,11,-3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,12,-4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,13,-5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,14,-6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,15,-5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,16,-6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,17,-5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,18,-4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,19,-3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,20,-2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,21,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,22,-2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,23,-3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,24,-2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,25,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,26,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,27,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,28,-2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,29,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,30,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,31,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,32,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,33,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,34,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,35,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,36,0.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,37,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,38,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,39,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,40,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,41,1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,42,2.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,43,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,44,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,45,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,46,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,47,3.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,48,4.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,49,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,50,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,51,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,52,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,53,5.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,54,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,55,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,56,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,57,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,58,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,59,11.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,60,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,61,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,62,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,63,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,64,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,65,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,66,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,67,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,68,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,69,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,70,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,71,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,72,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,73,11.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,74,12.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,75,13.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,76,14.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,77,13.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,78,14.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,79,13.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,80,14.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,81,13.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,82,14.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,83,15.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,84,14.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,85,13.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,86,12.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,87,11.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,88,10.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,89,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,90,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,91,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,92,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,93,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,94,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,95,9.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,96,8.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,97,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,98,6.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,99,7.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,100,8.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,1,-1.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,2,-2.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,3,-3.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,4,-4.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,5,-5.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,6,-6.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,7,-7.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,8,-8.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,9,-9.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,10,-10.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,11,-11.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,12,-12.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,13,-13.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,14,-14.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,15,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,16,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,17,-17.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,18,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,19,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,20,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,21,-17.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,22,-18.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,23,-19.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,24,-20.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,25,-21.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,26,-22.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,27,-23.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,28,-24.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,29,-25.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,30,-26.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,31,-27.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,32,-28.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,33,-29.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,34,-30.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,35,-31.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,36,-32.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,37,-33.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,38,-34.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,39,-35.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,40,-36.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,41,-37.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,42,-38.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,43,-39.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,44,-40.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,45,-41.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,46,-42.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,47,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,48,-44.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,49,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,50,-42.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,51,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,52,-44.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,53,-45.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,54,-46.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,55,-47.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,56,-48.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,57,-49.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,58,-50.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,59,-51.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,60,-52.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,61,-53.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,62,-54.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,63,-55.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,64,-56.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,65,-57.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,66,-58.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,67,-59.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,68,-60.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,69,-61.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,70,-62.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,71,-63.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,72,-64.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,73,-65.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,74,-66.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,75,-67.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,76,-68.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,77,-69.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,78,-70.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,79,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,80,-72.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,81,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,82,-70.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,83,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,84,-72.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,85,-73.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,86,-74.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,87,-75.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,88,-76.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,89,-77.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,90,-78.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,91,-79.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,92,-80.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,93,-81.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,94,-82.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,95,-83.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,96,-84.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,97,-85.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,98,-86.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,99,-87.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,100,-88.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,1,-1.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,2,-2.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,3,-3.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,4,-4.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,5,-5.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,6,-6.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,7,-7.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,8,-8.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,9,-9.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,10,-10.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,11,-11.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,12,-12.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,13,-13.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,14,-14.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,15,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,16,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,17,-17.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,18,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,19,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,20,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,21,-17.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,22,-18.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,23,-19.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,24,-20.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,25,-21.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,26,-22.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,27,-23.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,28,-24.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,29,-25.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,30,-26.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,31,-27.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,32,-28.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,33,-29.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,34,-30.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,35,-31.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,36,-32.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,37,-33.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,38,-34.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,39,-35.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,40,-36.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,41,-37.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,42,-38.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,43,-39.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,44,-40.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,45,-41.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,46,-42.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,47,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,48,-44.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,49,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,50,-42.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,51,-43.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,52,-44.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,53,-45.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,54,-46.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,55,-47.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,56,-48.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,57,-49.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,58,-50.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,59,-51.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,60,-52.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,61,-53.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,62,-54.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,63,-55.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,64,-56.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,65,-57.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,66,-58.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,67,-59.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,68,-60.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,69,-61.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,70,-62.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,71,-63.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,72,-64.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,73,-65.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,74,-66.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,75,-67.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,76,-68.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,77,-69.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,78,-70.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,79,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,80,-72.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,81,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,82,-70.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,83,-71.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,84,-72.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,85,-73.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,86,-74.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,87,-75.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,88,-76.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,89,-77.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,90,-78.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,91,-79.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,92,-80.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,93,-81.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,94,-82.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,95,-83.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,96,-84.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,97,-85.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,98,-86.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,99,-87.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,100,-88.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,1,-1.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,2,-2.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,3,-3.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,4,-4.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,5,-5.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,6,-6.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,7,-7.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,8,-8.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,9,-9.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,10,-10.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,11,-11.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,12,-12.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,13,-13.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,14,-14.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,15,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,16,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,17,-17.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,18,-16.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,19,-15.0
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,20,-16.0
